"Symbol","Description","Date","Time","Open","High","Low","Close","TotalVolume"
AAPL,NASDAQ,02.01.2020,18:20:00,300,780,300,780,300,780,300,780,144
AAPL,NASDAQ,02.01.2020,18:13:00,300,810,300,900,300,810,300,900,473
AAPL,NASDAQ,03.01.2020,18:24:00,297,660,297,660,297,660,297,660,800
AAPL,NASDAQ,03.01.2020,18:28:00,297,670,297,670,297,670,297,670,792
AAPL,NASDAQ,06.01.2020,18:09:00,299,540,299,540,299,540,299,540,150
AAPL,NASDAQ,06.01.2020,18:15:00,299,560,299,560,299,550,299,550,350
AAPL,NASDAQ,07.01.2020,18:29:00,295,500,295,700,295,420,295,600,13663
AAPL,NASDAQ,07.01.2020,18:28:00,296,000,296,000,295,510,295,700,3075
AAPL,NASDAQ,08.01.2020,18:26:00,303,850,303,850,303,850,303,850,210
AAPL,NASDAQ,08.01.2020,18:25:00,303,870,303,880,303,870,303,880,545
AAPL,NASDAQ,09.01.2020,18:28:00,310,340,310,350,310,340,310,350,2345
AAPL,NASDAQ,09.01.2020,18:29:00,310,350,310,380,310,350,310,350,1235
AAPL,NASDAQ,10.01.2020,18:21:00,310,560,310,560,310,560,310,560,114
AAPL,NASDAQ,10.01.2020,18:24:00,310,600,310,640,310,600,310,640,605
AAPL,NASDAQ,13.01.2020,18:28:00,317,650,317,650,317,530,317,600,2128
AAPL,NASDAQ,13.01.2020,18:27:00,317,660,317,660,317,650,317,650,657
AAPL,NASDAQ,14.01.2020,18:28:00,312,240,312,240,312,130,312,150,2388
AAPL,NASDAQ,14.01.2020,18:28:00,312,240,312,240,312,130,312,150,2388
AAPL,NASDAQ,15.01.2020,18:26:00,312,130,312,150,312,100,312,100,450
AAPL,NASDAQ,15.01.2020,18:28:00,312,180,312,200,312,180,312,190,810
AAPL,NASDAQ,16.01.2020,18:24:00,315,400,315,400,315,400,315,400,490
AAPL,NASDAQ,16.01.2020,18:29:00,315,400,315,400,315,360,315,360,220
AAPL,NASDAQ,17.01.2020,18:22:00,318,680,318,680,318,680,318,680,924
AAPL,NASDAQ,17.01.2020,18:17:00,318,700,318,700,318,680,318,680,494
